word,phoneme,short_def,vi,hint_level
ontological,/ˌɑːntəˈlɑːdʒɪkəl/,relating to being and existing,bản thể học,1
onymous,/ˈɑːnwɝdz/,having a name,ẩn danh,1
oozy,/ˈuːzɪŋ/,coming out slowly,ôi thiu,1
opalescent,/ˈoʊpəlz/,having a play of colors,trắng đục,1
opaline,/ˈoʊpəˌliːn/,having a play of colors,trắng đục,1
opaque,/oʊˈpeɪk/,not letting light through,mờ mịt,4
open-ended,/ˈoʊpəˌnɛndəd/,allowing people to talk,kết thúc mở,3
opencast,/ˈoʊpənˌsɔrs/,a type of mine,lộ thiên,1
opencut,/ˈoʊpənˌsɔrs/,working from the exposed part,cắt mở,1
openhanded,/ˈoʊpənɝz/,done with the hand held open,cởi mở,1
openhearted,/ˈoʊpənɝz/,showing understanding,cởi mở,1
openmouthed,/ˈoʊpənli/,having the mouth open,cởi mở,1
operable,/ˈɑːpɝəbəl/,able to be used,có thể hoạt động,1
operant,/ˈɑːpɝənt/,producing an effect,người điều hành,1
operatic,/ˌɑːpɝˈætɪk/,related to opera,hoạt động,1
operational,/ˌɑːpɝˈeɪʃənəl/,ready for use,hoạt động,4
operationalist,/ˌɑːpɝˈeɪʃənəl/,of a philosophy idea,nhà điều hành,1
operculate,/ˈɔpɝˌeɪtɝz/,a science term,mổ,1
operculated,/ˈɔpɝˌeɪtɝz/,a science term,mổ,1
operose,/ˌɑːpɝˈɛtəz/,using great effort,nhạc kịch,1
ophthalmic,/ɑːfˈθælmɪk/,of or relating to the eye,nhãn khoa,1
opinionated,/əˈpɪnjəˌneɪtɪd/,expressing strong beliefs,khăng khăng,2
opinionative,/əˈpɪnjəˌneɪtɪd/,refusing to change one's mind,quan điểm,1
opisthognathous,/əˈpɪnjənz/,a medical term,một thuật ngữ y tế,1
opportune,/ˌɑːpɝˈtuːn/,done at the right time,cơ hội,2
opportunistic,/ˌɑːpɝˌtuːˈnɪstɪk/,taking immediate advantage,cơ hội,1
opposable,/ˌɑːpɝˈtuːnəti/,able to touch other fingers,đối lập,2
oppositive,/ˌɑːpəˈzɪʃənz/,expressing a different view,đối lập,1
oppressed,/əˈprɛst/,being burdened,bị áp bức,3
oppressive,/əˈprɛsɪv/,very unfair,áp bức,4
opprobrious,/əˈprɛsɝz/,deserving a lack of honor,ngỗ nghịch,1
optic,/ˈɑːptɪk/,of or relating to the eyes,quang học,4
optical,/ˈɑːptɪkəl/,involving this type of device,quang học,4
optimal,/ˈɑːptɪməl/,best or most effective,tối ưu,4
optimistic,/ˌɑːptɪˈmɪstɪk/,showing hope for the future,lạc quan,4
optional,"/ˈɑːpʃənəl/, /ˈɔpʃənəl/",available as a choice,không bắt buộc,4
opulent,/ˈɑːpjələnt/,very comfortable and expensive,sang trọng,1
oracular,/ˈɔrəkəlz/,being like a knowing but unclear one,lời tiên tri,1
orangish,"/ɔrænˈdʒiːnɝ/, /ɔrænˈdʒiːnə/",being between red and yellow,cam,1
oratorical,/ˌɔrəˈtɔrəkəl/,of the art of giving speeches,hùng biện,1
orbicular,/ˈɔrbən/,having a curved shape,hình cầu,1
orbiculate,/ˈɔrbən/,having a curved shape,hình cầu,1
orbital,/ˈɔrbətəl/,a major road circling a city,quỹ đạo,4
orbitual,/ˈɔrbəts/,moving in a circle,quỹ đạo,1
orchestral,/ɔrˈkɛstrəl/,relating to a large music group,dàn nhạc giao hưởng,3
orchestrated,/ˈɔrkɪˌstreɪtɪd/,being arranged for performance,dàn dựng,2
ordained,/ɔrˈdeɪnd/,being given a religious title,xuất gia,3
organic,/ɔrˈgænɪk/,of a part of the body,hữu cơ,4
organicistic,/ɔrˈgænɪkli/,a science term,hữu cơ,1
organismal,/ˈɔrgəˌnɪzəmz/,a science term,sinh vật,1
organismic,/ˌɔrgəˈnɪzmɪk/,a science term,sinh vật,1
organizational,/ˌɔrgənəˈzeɪʃənəl/,relating to a system,tổ chức,4
orgiastic,/ˈɔrgɝən/,begin drunk and partying,cuồng loạn,1
oriental,"/ˌɔriːˈɛntəl/, /ˌɔriːˈɛnəl/",relating to Asia,phương đông,4
orientated,/ˈɔriːənˌteɪtɪd/,directed towards,định hướng,3
orientating,/ˈɔriːənˌteɪtɪd/,positioning,định hướng,1
oriented,"/ˈɔriːˌɛntəd/, /ˈɔriːˌɛntɪd/",interested,định hướng,3
orienting,"/ˈɔriːˌɛntəd/, /ˈɔriːˌɛntɪd/",positioning,định hướng,1
originative,/ɝˌɪdʒəˈneɪʃənz/,having the ability to create,nguồn gốc,1
ornate,/ɔrˈneɪt/,using many fancy words,văn hoa,3
ornery,/ˈɔrnɝi/,difficult to control,cây cảnh,2
ornithological,/ˌɔrnɪθəˈlɔdʒɪkəl/,relating to the study of birds,điểu học,1
oropharyngeal,/ɔroʊˈpɛzə/,a medical term,hầu họng,1
orotund,/ˈɔrəʃ/,being full and rich,khoa trương,1
orphaned,/ˈɔrfənd/,not having parents,mồ côi,2
orphic,/ˈɔrfɪk/,being beyond understanding,mồ côi,1
orthodontic,/ˌɔrθəˈdɑːntɪk/,relating to teeth care,chỉnh nha,1
orthodox,/ˈɔrθəˌdɑːks/,widely accepted as true,chính thống,4
orthogonal,/ɔrˈθɔgənəl/,not relating to the matter,trực giao,1
orthographic,/ɔrˈθɔgənəl/,related to spelling rules,chính tả,1
orthomolecular,/ɔrˈθɑːgrəfi/,relating to mental health,trực phân tử,1
orthopedic,/ˌɔrθəˈpiːdɪk/,affecting bones or muscles,chỉnh hình,2
orthopedical,/ˌɔrθəˈpiːdɪk/,relating to mental health,chỉnh hình,1
orthoptic,/ˌɔrθəˈpiːdəsts/,relating to normal vision,chỉnh hình,1
orthostatic,/ˌɔrθəˈpiːdəsts/,relating to standing straight,thế đứng,1
orthotropous,/ˌɔrθəˈpiːdəsts/,a plant term,chỉnh hình,1
oscillating,/ˈɑːsəˌleɪtɪŋ/,having regular movements,dao động,1
oscillatory,/ˈɑːsələˌtɔri/,having regular movements,dao động,1
oscine,/ˌɔˈsɪləˌskoʊps/,a kind of bird,một loại chim,1
oscitant,/ˌɔˈsɪləˌskoʊps/,showing a lack of attention,dao động,1
osmotic,/ɑːzˈmɑːtək/,a science term,thẩm thấu,1
osseous,/ˈɑːsə/,made of bone,có xương,1
ossicular,/ˈɑːsəkəlz/,relating to the middle ear,xương con,1
ossiculate,/ˈɑːsəkəlz/,relating to the middle ear,có xương,1
ossiferous,/ˈɑːsəkəlz/,containing bones,có xương,1
ossified,/ˈɑːsəˌfaɪd/,being set in a strict pattern,cốt hóa,1
osteal,/ˈɑːstbi/,being made of bone,ăn trộm,1
ostensible,/ɑːˈstɛnsəbəl/,seeming to be true,bề ngoài,1
ostensive,/ɑːˈstɛnsəbli/,appearing as such,phô trương,1
ostentatious,/ˌɑːstənˈteɪʃəs/,very large and expensive,phô trương,1
otherworldly,/ˈʌðɝˈwɝːldli/,suggesting a different world,thế giới khác,2
otic,/ˈɑːθmənz/,relating to the ear,người lạ,1
otiose,/ˈɑːθmənz/,not wanting to work,có tai,1
ototoxic,/ˈɑːtuːl/,being dangerous to the ear,độc tai,1
out of the way,/ˈaʊt/,done or dealt with completely,ở xa,1
out-of-the-way,/ˈaʊtˈmoʊdɪd/,remote,ở xa,1
outboard,/ˈaʊtˌbɔrd/,located on the outside,phía ngoài,1
outbound,/ˈaʊtˌbaʊnd/,traveling away from a place,hướng ngoại,2
outbred,/ˈaʊtˌbreɪks/,having parents from different groups,ngoại lai,1
outclassed,/ˈaʊtˌklæst/,being shown to be of lower class,vượt trội,1
outdated,/ˈaʊtˌdeɪtɪd/,no longer useful or acceptable,lỗi thời,4
outdoor,/ˈaʊtˌdɔr/,being done outside a building,ngoài trời,5
outdoorsy,/ˈaʊtˈdɔrzmən/,enjoying outside activities,ngoài trời,2
outer,/ˈaʊtɝ/,located toward the outside,bên ngoài,5
outermost,/ˈaʊtɝˌmoʊst/,being farthest from the center,ngoài cùng,1
outfitted,/ˈaʊtˌfɪtɪd/,having proper equipment,trang bị,2
outflowing,/ˈaʊtˌfloʊ/,going in an out direction,chảy ra,1
outgoing,/ˈaʊtˌgoʊɪŋ/,leaving a particular position,hướng ngoại,4
outlandish,/aʊtˈlændɪʃ/,very strange or unusual,xa lạ,2
outlawed,/ˈaʊtˌlɔd/,going against the law,ngoài vòng pháp luật,2
outlying,/ˈaʊtˌlaɪɪŋ/,far away from the center,vùng ngoại ô,1
outmoded,"/ˌaʊtˈmoʊdəd/, /ˌaʊtˈmoʊdɪd/",no longer useful or acceptable,lỗi thời,1
outmost,"/ˌaʊtˈmoʊdəd/, /ˌaʊtˈmoʊdɪd/",being at the farthest point,ngoài cùng,1
outraged,/ˈaʊˌtreɪdʒd/,being angered at something,phẫn nộ,3
outrageous,/aʊˈtreɪdʒəs/,being very bad or wrong,tàn nhẫn,4
outré,/aʊˈtræn/,very strange,ngoại lệ,1
outrigged,/ˈaʊˌtraɪdɝz/,a boat term,vượt ra ngoài,1
outright,/ˈaʊˈtraɪt/,in a full and complete way,ngay,3
outsize,/ˈaʊtˌsaɪz/,very large in size,ngoại cỡ,1
outspoken,/ˈaʊtˈspoʊkən/,talking freely and honestly,thẳng thắn,3
outspread,/aʊtˈspoʊkənəs/,spread out completely,trải rộng,1
outstanding,/ˌaʊtˈstændɪŋ/,extremely good or excellent,nổi bật,4
outstretched,/aʊtˈstrɛtʃt/,extended from the sides,dang ra,3
outward,/ˈaʊtwɝd/,away from yourself,bề ngoài,4
ovarian,/oʊˈvɛˌriːən/,of the egg producing body part,buồng trứng,2
ovate,/ˈoʊveɪt/,having an egg shape,hình trứng,1
overabundant,/ˈoʊvɝəˈbʌndəns/,having more than enough,dư thừa,1
overactive,/ˈoʊvɝˈæktɪv/,too active,hoạt động quá mức,2
overaged,/ˈoʊvɝˌækts/,being too old to be of use,quá tuổi,1
overambitious,/ˈoʊvɝæmˌbɪʃəs/,having lots of determination,quá tham vọng,1
overanxious,/ˈoʊvɝæmˌbɪʃəs/,extreme state of being nervous,quá lo lắng,2
overarm,/ˈoʊvɝˌɑːrtʃɪŋ/,using the arm,quá tay,1
overawed,/oʊvɝˈeɪt/,being overcome by wonder,choáng ngợp,1
overbearing,/ˈoʊvɝˈbɛrɪŋ/,often trying to control,hống hách,2
overblown,/ˌoʊvɝˈbloʊn/,made to seem important,thổi phồng quá mức,2
overbold,/ˈoʊvɝˌbɔrd/,being too forward,quá đậm,1
overburdened,/ˈoʊvɝˈbɝːdənd/,having too many problems,quá tải,1
overbusy,/ˈoʊvɝˈbɝːdənd/,being too busy,quá bận rộn,1
overcareful,/ˈoʊvɝkəˈpæsəti/,having too much care,quá cẩn thận,1
overcast,/ˈoʊvɝˌkæst/,covered with clouds,ám,2
overcautious,/ˈoʊvɝˌkæst/,being too careful,quá thận trọng,1
overconfident,/ˌoʊvɝˈkɑːnfɪdənt/,having too much confidence,quá tự tin,1
overcredulous,/ˌoʊvɝˈkʊks/,believing too much,quá cả tin,1
overcritical,/ˌoʊvɝˈkʊks/,judging too deeply,chỉ trích thái quá,1
overcurious,/ˌoʊvɝˈkraʊdz/,showing extreme interest,quá tò mò,1
overdelicate,/ˈoʊvɝˌdæmpɪŋ/,being very soft and careful,quá tinh tế,1
overdone,/ˈoʊvɝˈdʌn/,cooked too long,quá trớn,2
overdressed,/ˈoʊvɝˌdrɛs/,wearing clothes that are too fancy,ăn mặc hở hang,2
overdue,/ˈoʊvɝˈduː/,a thing should have occurred,quá hạn,4
overeager,/ˈoʊvɝˌiːgɝ/,showing too much interest,quá háo hức,1
overemotional,/ˈoʊvɝˈiːtɪŋ/,showing strong feelings,xúc động thái quá,1
overenthusiastic,/ˈoʊvɝˈɛmfəˌsaɪzɪŋ/,being too excited,nhiệt tình thái quá,1
overexcited,/ˌoʊvɝɛkˈsaɪtɪd/,too excited,phấn khích quá mức,2
overfamiliar,/ˌoʊvɝɪkˈstɛndz/,acting too personal with someone,quá quen,1
overfed,/ˌoʊvɝˈfɛd/,having eaten too much,cho ăn quá nhiều,1
overflowing,/ˈoʊvɝˌfloʊɪŋ/,being covered with water,tràn ngập,2
overfond,/ˌoʊvɝˈflaɪɪŋ/,liking too much,quá thích,1
overgenerous,/ˈoʊvɝˌdʒɛnɝəs/,being very giving,quá hào phóng,1
overgreedy,/ˈoʊvɝˌgreɪzɪŋ/,wanting too much of something,quá tham lam,1
overgrown,/ˌoʊvɝˈgroʊn/,covered with plants,mọc um tùm,2
overhand,/ˈoʊvɝgroʊθ/,made with a raised hand,quá tay,1
overhanded,/ˈoʊvɝgroʊθ/,moving a certain way,quá tay,1
overhasty,/ˈoʊvɝˌhæŋz/,being done quickly,quá vội vàng,1
overheated,/ˈoʊvɝˌhiːtɪd/,too hot,quá nóng,2
overindulgent,/oʊvɝˈhʌŋ/,giving oneself too much,quá nuông chiều,1
overjealous,/oʊvɝˈhʌŋ/,fearing someone will take one's place,ghen tuông thái quá,1
overjoyed,/ˌoʊvɝˈdʒɔɪd/,filled with great joy,vui mừng khôn xiết,2
overladen,/ˈoʊvɝˌkɪlɪŋ/,having too many things,quá tải,1
overlarge,/ˈoʊvɝˌlæps/,being very big,quá khổ,1
overloaded,/ˈoʊvɝˌloʊdɪd/,being packed with too much,quá tải,1
overlooked,/ˈoʊvɝˌlʊkt/,not being taken into account,bỏ qua,3
overlooking,/ˈoʊvɝˌlʊkɪŋ/,term for a high place to see,nhìn ra,3
overlying,/ˌoʊvɝˈlaɪɪŋ/,being placed on something,nằm trên,1
overmodest,/ˈoʊvɝˈmætʃt/,acting reserved for effect,quá khiêm tốn,1
overnice,/ˈoʊvɝmiːɝ/,being too careful,giám đốc,1
overnight,/ˈoʊvɝˈnaɪt/,happening very quickly,qua đêm,4
overpowering,/ˈoʊvɝˈpaʊrɪŋ/,very strong or powerful,chế ngự,1
overpriced,/ˈoʊvɝˌpraɪst/,costing more than the value,đắt đỏ,2
overprotective,/ˌoʊvɝprəˈtɛktəv/,trying too hard to protect,quá bảo vệ,2
overproud,/ˌoʊvɝprəˈtɛktəv/,feeling too self important,quá tự hào,1
overreaching,/ˈoʊvɝˌriːtʃɪŋ/,revealing too much confidence,vượt quá giới hạn,1
overrefined,/ˈoʊvɝriːˈækts/,being too soft and gentle,quá tinh tế,1
overriding,/ˈoʊvɝˌraɪdɪŋ/,most important,ghi đè,3
overripe,/ˈoʊvɝˈraɪp/,past being good for eating,quá chín,1
oversensitive,/ˌoʊvɝˈsɛnsətɪv/,too easily upset,quá nhạy cảm,2
overserious,/ˌoʊvɝsɛnsəˈtɪvɪti/,having no humor,thái quá,1
oversewn,/ˌoʊvɝsɛnsəˈtɪvɪti/,a clothing term,giám sát,1
oversexed,/ˌoʊvɝsɛnsəˈtɪvɪti/,having much interest in sex,quan hệ tình dục quá mức,1
overshot,/ˈoʊvɝˌʃɑːt/,having a part sticking out,phóng đại,1
oversize,/ˌoʊvɝˈsaɪz/,very large,quá khổ,1
oversolicitous,/ˈoʊvɝˈsoʊld/,asking too much,quá cầu kỳ,1
overstated,/ˈoʊvɝˌsteɪtɪd/,being shown as greater than,phóng đại,1
overstrung,/ˈoʊvɝˈstrɑːm/,being too tight,căng thẳng quá mức,1
overstuffed,/ˈoʊvɝˌstəft/,having a lot of soft filling,nhồi nhét quá nhiều,1
oversubscribed,/ˌoʊvɝsəbˈskraɪbd/,wanted by many but not enough,đăng ký quá mức,1
oversuspicious,/ˌoʊvɝsəˈplaɪ/,not trusting,nghi ngờ thái quá,1
overt,"/oʊˈvɝːt/, /ˈoʊvɝt/",easily seen,công khai,4
overturned,/ˈoʊvɝˌtɝːnd/,having been switched around,lật ngược,2
overvaliant,/ˌoʊvɝˈjuːzɪŋ/,showing too much daring,đánh giá quá cao,1
overweening,/ˈoʊvɝvˌjuːz/,too great,ăn quá nhiều,1
overweight,/ˌoʊvɝˈweɪt/,weighing more than normal,thừa cân,3
overwhelming,"/ˌoʊvɝˈwɛlmɪŋ/, /ˌoʊvɝˈhwɛlmɪŋ/",very great in number or effect,áp đảo,4
overwrought,/ˌoʊvɝˈrɔt/,very excited or upset,quá sức,2
overzealous,/ˌoʊvɝˈzɛləs/,too excited,nhiệt tình thái quá,1
oviform,/oʊviːˈeɪdoʊ/,being rounded like an egg,hình trứng,1
ovine,/oʊviːˈeɪdoʊ/,relating to sheep,trứng gà,1
oviparous,/oʊˈvɪpɝəs/,laying eggs,đẻ trứng,1
ovoid,/ˈoʊˌvɔɪd/,shaped like an egg,hình trứng,1
ovoviviparous,/ˌoʊˌvoʊˌvaɪˈvɪpɝəs/,a science term,đẻ trứng,1
ovular,/ɑːvˈʃɪnski/,a medical term,hình trứng,1
owing,/ˈoʊɪŋ/,due to be paid,mắc nợ,2
owlish,/ˈaʊl/,looking like a certain bird,cú mèo,1
owner-occupied,/ˈoʊnɝ/,lived in by the owner,sở hữu,1
ownerless,/ˈoʊnɝz/,belonging to no one,vô chủ,1
oxalic,/ˈɑːksəˌleɪts/,a science term,thuật ngữ khoa học,1
oxidative,/ˌɑːksəˈdeɪʃən/,a science term,oxy hóa,1
oxidised,/ˈɑːkˌsaɪdz/,a chemistry term,bị oxy hóa,1
oxidizable,/ˈɑːkˌsaɪdz/,a science term,oxy hóa,1
oxidized,/ˈɑːksəˌdaɪzd/,a science term,bị oxy hóa,1
pachydermal,/ˈpæktɝ/,of an animal from the past,da sần sùi,1
pachydermatous,/ˈpæktɝ/,of an animal from the past,da sần sùi,1
pachydermic,/ˈpæktɝ/,of an animal from the past,lớp da dày,1
pachydermous,/ˈpæktɝ/,of an animal from the past,da sần sùi,1
pacific,/pəˈsɪfɪk/,loving peace,thái bình dương,2
pacifistic,/ˈpæsɪfɪst/,being opposed to war,chủ nghĩa hòa bình,1
packable,/ˈpæk/,being able to be placed for travel,đóng gói được,1
padded,"/ˈpædəd/, /ˈpædɪd/",filled with soft material,độn,3
paederastic,/ˈpiːənz/,of sex with a man and a boy,giáo dục trẻ em,1
painless,/ˈpeɪnləs/,not difficult,không đau,2
painstaking,/ˈpeɪnˌsteɪkɪŋ/,showing great care and effort,siêng năng,1
paintable,/ˈpeɪnt/,lending to be painted,sơn được,1
painterly,"/ˈpeɪntɝli/, /ˈpeɪnɝli/",typical of those who paint,họa sĩ,1
palaeontological,/pɑːlɑːˈdiːnoʊ/,relating to a branch of science,cổ sinh vật học,1
palatable,/ˈpælətəbəl/,having a pleasant taste,ngon miệng,1
palatal,/ˈpælətəbəl/,made with the tongue,nguy nga,1
palatalised,/ˈpælətəbəl/,being produced with the tongue,tráng lệ,1
palatalized,/ˈpælətəbəl/,being produced with the tongue,tráng lệ,1
palatial,/pəˈleɪʃəl/,very large and impressive,nguy nga,1
palatoglossal,/ˈpæləˌtaɪn/,a medical term,khẩu ngữ,1
paleoanthropological,/ˈpeɪliːoʊ/,a science term,cổ sinh vật học,1
paleocortical,/ˈpeɪliːəˌsiːn/,a medical term,vỏ não,1
paleolithic,/ˈpeɪliːəˌsiːn/,relating to a past era,đồ đá cũ,1
paleontological,/ˈpeɪliːəˌsiːn/,a science term,cổ sinh vật học,1
palingenetic,/ˈpælɪn/,a science term,nhạt màu,1
palish,/ˌpælɪˈseɪdz/,having a light color,nhợt nhạt,1
pallid,/ˈpæləd/,boring and not interesting,xanh xao,1
pally,/pɑːˈloʊni/,very friendly,bạn thân,1
palmar,/ˈpɑːlməz/,relating to the hand or foot,lòng bàn tay,1
palmate,/ˈpɑːlməz/,a term for water birds,lòng bàn tay,1
palmatifid,/ˈpælmətiːɝ/,a plant term,lòng bàn tay,1
palmlike,/pælˈmɪtɪk/,looking like a certain tree,như lòng bàn tay,1
palmy,/ˌpɔlmstiːˈɛrnə/,making profit and being active,lòng bàn tay,1
palpable,/ˈpælpəbəl/,obvious and noticeable,có thể sờ thấy,2
palpatory,/ˈpælpəbli/,involving a method of examining,sờ thấy,1
palpebrate,/ˈpælpəbli/,a medical term,sờ nắn,1
palpitant,/ˈpælpəbli/,shaking slightly and quick,hồi hộp,1
palpitating,/ˈpælpəteɪtɪŋ/,shaking slightly and quick,đánh trống ngực,1
palsied,/ˈpælz/,a medical term,bại liệt,1
paltry,/ˈpɔltri/,having little meaning,không đáng kể,2
pancreatic,/ˌpænkriːˈætɪk/,a medical term,tuyến tụy,2
pandurate,/pænˈdɔrəz/,a plant term,quả bầu,1
panduriform,/pænˈdɔrəz/,a plant term,dạng panduriform,1
panegyrical,/pɑːnɛbiːˈɑːnkoʊ/,showing praise in a formal way,văn tế,1
panicky,/ˈpænɪki/,being in a state of fear,hốt hoảng,2
panicled,/ˈpænɪki/,having a group of flowers,hốt hoảng,1
paniculate,/ˈpænɪks/,having a group of flowers,hốt hoảng,1
panoplied,/ˈpæni/,having metal clothes,toàn cảnh,1
panoptic,/pəˈnɑːpəliːz/,being broad in content,toàn cảnh,1
panoptical,/pəˈnɑːpəliːz/,including everything visible,toàn cảnh,1
panoramic,/ˌpænɝˈæmɪk/,being from a distance,toàn cảnh,4
pantalooned,/ˈpæntəˌluːn/,wearing trousers,quần lót,1
pantheistic,/ˌpænθiːˈɪstɪk/,relating to a belief about God,thuyết phiếm thần,1
pantropic,/ˈpæntən/,being sent through warm areas,nhiệt đới,1
pantropical,/ˈpæntən/,being sent through warm areas,toàn nhiệt đới,1
papal,/ˈpeɪpəl/,relating to the Pope,giáo hoàng,3
paperbacked,/ˈpeɪpɝˌbæk/,having a flexible binding,bìa mềm,1
paperlike,/ˈpeɪpɝləs/,being similar to a thin material,như tờ giấy,1
papery,/ˈpeɪpɝi/,very thin or dry like paper,như giấy,1
